,Data,Último,Abertura,Máxima,Mínima,Vol.,Var%,Vol._sqrt,Tendencia,Target_Tendencia_Amanha,Tendencia_Dia_Anterior,Amplitude_Dia,Variacao_Abertura_Fechamento,Media_Movel_5_dias,Media_Movel_20_dias,Media_Movel_50_dias,RSI,MACD,MACD_Signal,BB_High,BB_Low,BB_Middle,ATR,Diff_Normalizada_MM20,Variacao_Pct_Volume,Dia_da_Semana,Mes,Ano,Ultimo_Fechamento_lag_1_dia,Variacao_Pct_lag_1_dia,Volume_lag_1_dia,Amplitude_Dia_lag_1_dia,Variacao_Abertura_Fechamento_lag_1_dia,Ultimo_Fechamento_lag_2_dias,Variacao_Pct_lag_2_dias,Volume_lag_2_dias,Amplitude_Dia_lag_2_dias,Variacao_Abertura_Fechamento_lag_2_dias,Ultimo_Fechamento_lag_3_dias,Variacao_Pct_lag_3_dias,Volume_lag_3_dias,Amplitude_Dia_lag_3_dias,Variacao_Abertura_Fechamento_lag_3_dias,Ultimo_Fechamento_lag_5_dias,Variacao_Pct_lag_5_dias,Volume_lag_5_dias,Amplitude_Dia_lag_5_dias,Variacao_Abertura_Fechamento_lag_5_dias
692,2023-01-25,114.27,113.028,114.426,111.927,11410000.0,0.011000000000000001,3377.8691508109073,Alta,Baixa,Alta,2.4989999999999952,1.2419999999999902,112.79960000000001,110.22804999999998,109.06186000000001,62.19871373464094,1.236044798617712,0.813668018793529,115.4713857502643,104.98471424973566,110.22804999999998,2.0714867573002045,0.03666897854039888,-0.012121212121212088,2,1,2023,113.028,0.0116,11550000.0,1.3710000000000093,1.2820000000000107,111.737,-0.0027,13700000.0,1.5190000000000055,-0.30400000000000205,112.041,-0.0078000000000000005,15440000.0,1.2900000000000063,-0.8810000000000002,112.228,0.0070999999999999995,14130000.0,1.8649999999999949,0.7860000000000014
691,2023-01-26,114.178,114.271,114.835,113.591,10920000.0,-0.0008,3304.5423283716614,Baixa,Baixa,Alta,1.2439999999999998,-0.09300000000000352,113.05079999999998,110.42509999999997,109.14056000000001,61.83440537233605,1.3393952991379905,0.9188134748624215,115.94394589022014,104.90625410977981,110.42509999999997,2.01238056035019,0.033985932546133316,-0.042944785276073594,3,1,2023,114.27,0.011000000000000001,11410000.0,2.4989999999999952,1.2419999999999902,113.028,0.0116,11550000.0,1.3710000000000093,1.2820000000000107,111.737,-0.0027,13700000.0,1.5190000000000055,-0.30400000000000205,112.922,0.0062,15590000.0,1.8649999999999949,0.703000000000003
690,2023-01-27,112.316,114.178,114.191,112.044,10610000.0,-0.0163,3257.299494980466,Baixa,Baixa,Baixa,2.1470000000000056,-1.8619999999999948,113.1058,110.55415,109.19282,54.83412853959794,1.2565685368773956,0.9863644872654165,116.12289288417054,104.98540711582947,110.55415,2.0219962346108913,0.01593653426850096,-0.0283882783882784,4,1,2023,114.178,-0.0008,10920000.0,1.2439999999999998,-0.09300000000000352,114.27,0.011000000000000001,11410000.0,2.4989999999999952,1.2419999999999902,113.028,0.0116,11550000.0,1.3710000000000093,1.2820000000000107,112.041,-0.0078000000000000005,15440000.0,1.2900000000000063,-0.8810000000000002
689,2023-01-30,112.273,112.319,112.92,111.824,11270000.0,-0.0004,3357.082066318904,Baixa,Alta,Baixa,1.0960000000000036,-0.04600000000000648,113.21300000000001,110.849,109.26088,54.68017545744226,1.173925705626175,1.0238767309375683,116.11802769019106,105.57997230980895,110.849,1.9558536464243994,0.012846304432155385,0.06220546654099901,0,1,2023,112.316,-0.0163,10610000.0,2.1470000000000056,-1.8619999999999948,114.178,-0.0008,10920000.0,1.2439999999999998,-0.09300000000000352,114.27,0.011000000000000001,11410000.0,2.4989999999999952,1.2419999999999902,111.737,-0.0027,13700000.0,1.5190000000000055,-0.30400000000000205
688,2023-01-31,113.431,112.273,113.691,112.145,12900000.0,0.0103,3591.656999213594,Alta,Baixa,Baixa,1.5460000000000065,1.1580000000000013,113.2936,111.31225000000002,109.33454,58.09252654340945,1.1881750463196568,1.056736394013986,115.70600665575601,106.91849334424403,111.31225000000002,1.9265783859655143,0.019034293170787375,0.1446317657497782,1,1,2023,112.273,-0.0004,11270000.0,1.0960000000000036,-0.04600000000000648,112.316,-0.0163,10610000.0,2.1470000000000056,-1.8619999999999948,114.178,-0.0008,10920000.0,1.2439999999999998,-0.09300000000000352,113.028,0.0116,11550000.0,1.3710000000000093,1.2820000000000107
687,2023-02-01,112.074,113.43,113.598,110.729,17820000.0,-0.012,4221.374183841087,Baixa,Baixa,Alta,2.8689999999999998,-1.3560000000000088,112.85439999999998,111.64924999999998,109.39528,53.05149847964288,1.0775478910644694,1.0608986934240827,115.087124277806,108.21137572219396,111.64924999999998,1.9938942155394062,0.003804324704375689,0.38139534883720927,2,2,2023,113.431,0.0103,12900000.0,1.5460000000000065,1.1580000000000013,112.273,-0.0004,11270000.0,1.0960000000000036,-0.04600000000000648,112.316,-0.0163,10610000.0,2.1470000000000056,-1.8619999999999948,114.27,0.011000000000000001,11410000.0,2.4989999999999952,1.2419999999999902
686,2023-02-02,110.141,112.072,112.943,109.747,15240000.0,-0.0172,3903.844259188627,Baixa,Baixa,Baixa,3.195999999999998,-1.9309999999999974,112.047,111.77424999999998,109.42128000000001,46.81905709282048,0.8243950156814464,1.0135979578755554,114.77395491048705,108.77454508951291,111.77424999999998,2.0797589144294486,-0.014612041682229814,-0.1447811447811448,3,2,2023,112.074,-0.012,17820000.0,2.8689999999999998,-1.3560000000000088,113.431,0.0103,12900000.0,1.5460000000000065,1.1580000000000013,112.273,-0.0004,11270000.0,1.0960000000000036,-0.04600000000000648,114.178,-0.0008,10920000.0,1.2439999999999998,-0.09300000000000352
685,2023-02-03,108.523,110.141,110.57,108.185,13240000.0,-0.0147,3638.6810797320504,Baixa,Alta,Baixa,2.384999999999991,-1.6180000000000092,111.2884,111.75219999999999,109.35512,42.33574379902619,0.4875898282368638,0.9083963319478172,114.83941703804578,108.6649829619542,111.75219999999999,2.1015618491130588,-0.028896075424018425,-0.13123359580052496,4,2,2023,110.141,-0.0172,15240000.0,3.195999999999998,-1.9309999999999974,112.074,-0.012,17820000.0,2.8689999999999998,-1.3560000000000088,113.431,0.0103,12900000.0,1.5460000000000065,1.1580000000000013,112.316,-0.0163,10610000.0,2.1470000000000056,-1.8619999999999948
684,2023-02-06,108.722,108.518,108.744,107.416,11510000.0,0.0018,3392.639090737475,Alta,Baixa,Baixa,1.328000000000003,0.20399999999999352,110.5782,111.73179999999998,109.35001999999999,43.0579624033496,0.23402918476047319,0.7735229025103484,114.89257209554883,108.57102790445113,111.73179999999998,2.0463074313192693,-0.02693772050571086,-0.13066465256797588,0,2,2023,108.523,-0.0147,13240000.0,2.384999999999991,-1.6180000000000092,110.141,-0.0172,15240000.0,3.195999999999998,-1.9309999999999974,112.074,-0.012,17820000.0,2.8689999999999998,-1.3560000000000088,112.273,-0.0004,11270000.0,1.0960000000000036,-0.04600000000000648
683,2023-02-07,107.83,108.727,109.037,107.234,12960000.0,-0.008199999999999999,3600.0,Baixa,Alta,Alta,1.8030000000000115,-0.8970000000000056,109.458,111.58245000000002,109.33098,40.60315076209049,-0.03845313345902923,0.6111276953164729,115.15718011428841,108.00771988571164,111.58245000000002,2.0289283290821793,-0.033629392435817855,0.12597741094700265,1,2,2023,108.722,0.0018,11510000.0,1.328000000000003,0.20399999999999352,108.523,-0.0147,13240000.0,2.384999999999991,-1.6180000000000092,110.141,-0.0172,15240000.0,3.195999999999998,-1.9309999999999974,113.431,0.0103,12900000.0,1.5460000000000065,1.1580000000000013
682,2023-02-08,109.951,107.832,110.175,107.83,13840000.0,0.0197,3720.2150475476546,Alta,Baixa,Baixa,2.344999999999999,2.1189999999999998,109.0334,111.45415,109.31179999999999,48.1698681108766,-0.08230163766566534,0.47244182872004525,115.06946477329433,107.83883522670567,111.45415,2.0515048770048807,-0.013486711800323318,0.06790123456790131,2,2,2023,107.83,-0.008199999999999999,12960000.0,1.8030000000000115,-0.8970000000000056,108.722,0.0018,11510000.0,1.328000000000003,0.20399999999999352,108.523,-0.0147,13240000.0,2.384999999999991,-1.6180000000000092,112.074,-0.012,17820000.0,2.8689999999999998,-1.3560000000000088
681,2023-02-09,108.008,109.952,110.046,107.767,12960000.0,-0.0177,3600.0,Baixa,Alta,Alta,2.2790000000000106,-1.9440000000000026,108.60679999999999,111.26205,109.22223999999999,42.79185306969063,-0.2707151194496049,0.32381043908611523,115.16931781651836,107.35478218348165,111.26205,2.06775452864739,-0.029246719793496582,-0.06358381502890176,3,2,2023,109.951,0.0197,13840000.0,2.344999999999999,2.1189999999999998,107.83,-0.008199999999999999,12960000.0,1.8030000000000115,-0.8970000000000056,108.722,0.0018,11510000.0,1.328000000000003,0.20399999999999352,110.141,-0.0172,15240000.0,3.195999999999998,-1.9309999999999974
680,2023-02-10,108.078,108.002,108.647,107.62,14460000.0,0.0007000000000000001,3802.630668366309,Alta,Alta,Baixa,1.027000000000001,0.07600000000000762,108.5178,111.12015,109.16528,43.038591726408065,-0.4096634015373155,0.1771156709614291,115.26621851245852,106.97408148754147,111.12015,1.9934149194582909,-0.02737712287105437,0.1157407407407407,4,2,2023,108.008,-0.0177,12960000.0,2.2790000000000106,-1.9440000000000026,109.951,0.0197,13840000.0,2.344999999999999,2.1189999999999998,107.83,-0.008199999999999999,12960000.0,1.8030000000000115,-0.8970000000000056,108.523,-0.0147,13240000.0,2.384999999999991,-1.6180000000000092
679,2023-02-13,108.836,108.074,109.193,107.42,9970000.0,0.006999999999999999,3157.5306807693887,Alta,Baixa,Alta,1.7729999999999961,0.7620000000000005,108.5406,111.1013,109.10352,45.766338738898135,-0.4533902504489049,0.0510144866793623,115.28513637825382,106.91746362174617,111.1013,1.9776709966398411,-0.02038950039288466,-0.31051175656984786,0,2,2023,108.078,0.0007000000000000001,14460000.0,1.027000000000001,0.07600000000000762,108.008,-0.0177,12960000.0,2.2790000000000106,-1.9440000000000026,109.951,0.0197,13840000.0,2.344999999999999,2.1189999999999998,108.722,0.0018,11510000.0,1.328000000000003,0.20399999999999352
678,2023-02-14,107.849,108.839,109.564,107.557,11890000.0,-0.0091,3448.1879299133334,Baixa,Alta,Alta,2.006999999999991,-0.9899999999999949,108.5444,110.92179999999999,109.07248000000001,42.88644757735416,-0.561217379932927,-0.07143188664309556,115.33408836772938,106.5095116322706,110.92179999999999,1.9797659254512805,-0.02770239934800902,0.1925777331995988,1,2,2023,108.836,0.006999999999999999,9970000.0,1.7729999999999961,0.7620000000000005,108.078,0.0007000000000000001,14460000.0,1.027000000000001,0.07600000000000762,108.008,-0.0177,12960000.0,2.2790000000000106,-1.9440000000000026,107.83,-0.008199999999999999,12960000.0,1.8030000000000115,-0.8970000000000056
677,2023-02-15,109.6,107.849,110.21,107.267,15500000.0,0.016200000000000003,3937.0039370059053,Alta,Alta,Baixa,2.942999999999998,1.7509999999999906,108.4742,110.7904,109.0607,49.015857919707855,-0.49962077334708965,-0.15706966398389438,115.19578581284318,106.38501418715683,110.7904,2.0485683593476174,-0.010744613251689777,0.30361648444070655,2,2,2023,107.849,-0.0091,11890000.0,2.006999999999991,-0.9899999999999949,108.836,0.006999999999999999,9970000.0,1.7729999999999961,0.7620000000000005,108.078,0.0007000000000000001,14460000.0,1.027000000000001,0.07600000000000762,109.951,0.0197,13840000.0,2.344999999999999,2.1189999999999998
676,2023-02-16,109.941,109.599,110.437,108.378,13000000.0,0.0031,3605.5512754639894,Alta,Baixa,Alta,2.0589999999999975,0.34199999999999875,108.8608,110.64135000000002,109.07813999999999,50.13813718399682,-0.41846536051379246,-0.209348803289874,114.94879853828809,106.33390146171195,110.64135000000002,2.049313476537073,-0.006329911918103081,-0.16129032258064513,3,2,2023,109.6,0.016200000000000003,15500000.0,2.942999999999998,1.7509999999999906,107.849,-0.0091,11890000.0,2.006999999999991,-0.9899999999999949,108.836,0.006999999999999999,9970000.0,1.7729999999999961,0.7620000000000005,108.008,-0.0177,12960000.0,2.2790000000000106,-1.9440000000000026
675,2023-02-17,109.177,109.941,109.941,108.968,10060000.0,-0.006999999999999999,3171.7503054307413,Baixa,Baixa,Alta,0.972999999999999,-0.7639999999999958,109.0806,110.49814999999998,109.1167,47.60951887253564,-0.4110590927895288,-0.249690861189805,114.80037594827373,106.19592405172624,110.49814999999998,1.9724339424987107,-0.011956308770780097,-0.22615384615384615,4,2,2023,109.941,0.0031,13000000.0,2.0589999999999975,0.34199999999999875,109.6,0.016200000000000003,15500000.0,2.942999999999998,1.7509999999999906,107.849,-0.0091,11890000.0,2.006999999999991,-0.9899999999999949,108.078,0.0007000000000000001,14460000.0,1.027000000000001,0.07600000000000762
